"Net","Regist","anillador","Codigo","No_anillo","No_anillo.","Anillo.color","Codigo.especie","FAMILY","Genus","species","spp","Edad","Codigo.fechado","SEXO..M.H.D.","Codigo.Sexado","SEX.MOLEC","MUSCULO","PROCLO","PARINC","GRASA","MUDA.CORP","MUDA.VUEL","MUDA.COLA","DESG.VUEL","PLUMJUV","ALA","COLA","CULMEN","APERTURA","TARSO","PESO","COJO","CPIEL","CPATAS","ECTOPARASITO","SANGRE","H1","H2","H3","H4","RED","FECHA","Year.x","ECTO.ROJO","Dondectos","Cuantosectos","OBSERVACIONES","CREST","Specific.Habitat","general.habitat","Field.Site","REGION","PATCH.SIZE","Netline","Foragero","SAMPLE.NUMBER","Categories","lon","lat","ele","Net.number","Year.y"
"19_Arilloso 6_2009","V1517","AR","R","L","L#","N-BR","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","13-Oct-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 6","KM 28","","Arilloso 6","S-FR-F","","",-73.43282942,-3.956145057,NA,"19",2009
"19_Arilloso 6_2009","V1518","AR","R","2844","2844#","N-BR","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","13-Oct-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 6","KM 28","","Arilloso 6","S-LI-R","","",-73.43282942,-3.956145057,NA,"19",2009
"19_Arilloso 6_2009","V1553","SC","R","-","-#","-","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus","","","","","","-","-","-","-","-","-","-","-","-","-","-","35","40.7","-","-","-","-","-","-","-","-","-","-","-","19","14-Oct-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 6","KM 28","","Arilloso 6","S-NI-F","","",-73.43282942,-3.956145057,NA,"19",2009
"19_Arilloso 6_2009","V1520","SC","N","2854","2854#","#NAME?","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis","","","","","","3","N","P","I","N","N","N","L","-","72","47","11.7","21","26.5","26.6","M","G","G","1","1","0","9","1","1","19","13-Oct-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 6","KM 28","","Arilloso 6","S-LI-R","","",-73.43282942,-3.956145057,NA,"19",2009
"19_Arilloso 6_2009","V1471","AR","N","L","L#","N-BR","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata",NA,"-","M","P","","2","N","N","N","N","N","N","I","L","61","26","5.7","12.6","14.8","7.45","R","N","N","1","2","0","8","5","5","19","12-Oct-09",2009,"","","","",NA,"terra firme","clay","Arcilloso 6","KM 28","","Arilloso 6","S-FR-F","","QUIESCENT",-73.43282942,-3.956145057,NA,"19",2009
"19_Culo_2011","5249","JU","N","A00761","A00761#","N-LA","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris","A","P","M","P","","4","N","N","I","M","N","M","I","-","53","39","8.9","15.6","14.1","-","Mo","Go","G","1","1","0","6","1","6","19","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","U-SI-F","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5263","CS","N","A00767","A00767#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","3","N","N","N","N","N","N","I","-","71","77","10.9","16.4","15.8","15","Mo","G","G","1","1","0","8","4","0","19","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","QUIESCENT",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5331","AdH","N","A00788","A00788#","-","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris","A","I","H","I","","3","N","P","N","I","N","L","I","-","51","36","9.9","16.4","15.5","-","Mo","G","G","1","1","-","-","-","-","19","21-Sep-11",2011,"","","","Soft white gape",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","U-SI-F","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5265","SM","N","J00329","J00329#","#NAME?","ATSP","TYRANNIDAE ","Attila","spadiceus","Attila spadiceus","J","B","D","-","","3","N","N","N","N","N","N","I","-","76","58","13.8","27.4","29","32","Mc","Mo","GA","1","1","0","9","0","2","19","20-Sep-11",2011,"","LEGS","","Izangos en las patas, parte baja de las patas es clara(G/A)",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","U-LI-F","","QUIESCENT",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5346","JM","N","A00803","A00803#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","3","N","N","I","I","N","I","I","-","63","65","9.3","15.4","15.4","12.15","Mo","G","G","1","1","0","8","3","4","19","22-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5254","JU","X","-","-#","-","MYHX","THAMNOPHILIDAE ","Myrmotherula","hauxwelli","Myrmotherula hauxwelli",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","7","0","0","19","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-F","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5255","CS","X","-","-#","D-R5","PHBO","TROCHILIDAE ","Phaetornis","bourcieri","Phaetornis bourcieri","J","B","D","D","","1","N","N","I","M","N","I","I","-","57","63","40","39","-","6","Mo","Go","GD","-","-","0","7","2","6","19","20-Sep-11",2011,"","","","Pollen sample",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-NI-F","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5309","AB","N","E00643","E00643#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","-","H","P","","2","N","V","M","N","N","I","L","-","65","45","11.5","20.4","23.2","20.97","Mo","Go","G","1","-","0","7","2","8","19","21-Sep-11",2011,"","","","No sangre",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-LI-R","","BREEDER",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5337","AB","N","A00791","A00791#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","3","N","N","N","I","N","N","I","-","70","67","9.5","17.7","16.8","13.95","Mo","Go","G D","1","-","1","4","1","1","19","21-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5351","TJ","N","A00805","A00805#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","4","N","N","I","N","N","N","L","-","63","71","10.5","15.2","20.2","14.69","Mo","Go","G","1","1","0","9","1","1","19","22-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","QUIESCENT",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5259","SM","N","E00630","E00630#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","-","M","P","","2","N","N","N","N","N","L","I","-","68","44","10.9","18.9","25","18","Mo","Go","Go","-","-","0","8","0","7","19","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-LI-R","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5260","CS","N","E00631","E00631#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","-","M","P","","2","N","N","F","I","N","N","L","-","65","45","11.6","20.2","23.2","18","Mo","G","G","-","1","0","8","1","0","19","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-LI-R","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5282","SS","N","A00774","A00774#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","3","N","N","I","A","N","N","I","-","67","74","8.9","14.2","16.6","14.5","Mo","G","G","1","1","1","3","2","1","19","20-Sep-11",2011,"","CLOACA","","cloacal chiggers",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","MOLTER",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5275","DD","N","A00771","A00771#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","P","D","-","","3","N","N","N","M","A","I","L","-","66","63","10","14.5","19.9","14","Mo","G","G","1","1","1","1","1","0","19","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5276","CS","N","A00772","A00772#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","3","N","N","N","N","N","I","N","-","68","68","11","15.9","16.1","13","Mo","G","Go/G","1","1","1","1","1","4","19","20-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5308","AdH","N","J00335","J00335#","-","NOBR","BUCCONIDAE ","Nonnula","brunnea","Nonnula brunnea","J","P","D","-","","3","N","N","N","A","A","A","N","-","59","42","12.2","20.7","16.3","21.17","Mo","D","G ","1","1","0","7","2","1","19","21-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-LI-F","","MOLTER",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5353","ES","R","A00771","A00771#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","22-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5326","VV","N","A00785","A00785#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","3","N","N","N","M","S","L","I","-","66","70","10.2","17.5","16.7","14.45","Mo","G","G","1","-","0","9","3","3","19","21-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","MOLTER",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5315","TJ","N","A00783","A00783#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","M","P","","4","N","N","I","N","N","N","I","-","63","30","8.2","12.3","13.8","14.86","RM","Go","Go","1","1","0","7","4","7","19","21-Sep-11",2011,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-FR-F","","QUIESCENT",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2011","5321","AB","N","N00209","N00209#","#NAME?","DECE","DENDROCOLAPTIDAE","Dendrocolaptes","certhia","Dendrocolaptes certhia","D","-","D","-","","4","N","V","N","N","A","I","M","-","122","123","31","46.5","28.1","69.61","Mo","Gc","G","1","1","0","8","5","5","19","21-Sep-11",2011,"","","","Wonad on belly",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","U-LI-R","","BREEDER",-73.47503565,-3.895855034,120.2896729,"19",2011
"19_Culo_2012","CU56","AS","R","A00776","A00776#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","RC",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","21-Sep-12",2012,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","",-73.42989399,-3.911522822,136.1513672,"19",2012
"19_Culo_2012","CU16","DU","N","C0249","C0249#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","P","D","-","","3","N","N","N","A","N","N","N","N","65","71","12.5","18.2","14.6","13","Mo","G","GD","1","1","0","9","4","5","19","18-Sep-12",2012,"CHIGGERS FURCULA","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-B","","MOLTER",-73.42989399,-3.911522822,136.1513672,"19",2012
"19_Culo_2012","CU36","OT","N","E1128","E1128#","#NAME?","SYRU","FURNARIIDAE ","Synallaxis","rutilans","Synallaxis rutilans","A","I","H","I","","5","N","P","N","N","A","N","I","N","62","63","9.2","17.6","21.5","18.86","M","N","Go","1","1","0","8","2","9","19","19-Sep-12",2012,"","","","",NA,"varillal seco","wsf","Culo","Nueva Esperanza","large","Culo","S-SI-F","","",-73.42989399,-3.911522822,136.1513672,"19",2012
"19_Jefe Madre_2011","JM61","JU","N","A00964","A00964#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","A","-","D","-","","4","N","N","N","I","N","N","N","-","57","44","7.5","15.3","13.3","9.41","Mo","G","G","-","-","1","6","5","1","19","9-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Jefe Madre","Mishana","large","Jefe Madre","S-SO-F","JM61","",-73.47812455,-3.90159714,133.2674561,"19",2011
"19_Jefe Madre_2011","JM25","AB","N","A00958","A00958#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","5","N","N","I","N","N","N","M","-","-","-","9.3","15.1","16.5","-","Mo","G","G","1","1","1","1","3","3","19","8-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Jefe Madre","Mishana","large","Jefe Madre","S-SI-B","JM25","QUIESCENT",-73.47812455,-3.90159714,133.2674561,"19",2011
"19_Jefe Madre_2011","JM34","SS","N","E00820","E00820#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","D","-","","3","N","N","N","N","N","N","L","-","63","39","7.8","14.8","13.1","12.44","Mo","G","G","1","1","1","5","4","4","19","8-Oct-11",2011,"","EYE","","chiggers en bath and ojo ",NA,"varillal seco","wsf","Jefe Madre","Mishana","large","Jefe Madre","S-FR-F","JM34","QUIESCENT",-73.47812455,-3.90159714,133.2674561,"19",2011
"19_Lek 1_2010","3053","JKM","X","-","-#","I-R5","CHAE","ALCEDINIDAE ","Chloroceryle","aenea","Chloroceryle aenea","A","-","H","-","","1","P","N","N","N","N","N","N","N","59","41","22.6","35.3","-","14.2","MO","G","GD","1","-","1","2","4","0","19","24-Aug-10",2010,"","","","",NA,"varillal humedo","wsf","Varillal 3","km 25","medium","Lek 1","W-FI-W","","",-73.40936822,-3.950947355,NA,"19",2010
"19_Lek 1_2010","3083","OT","A","830","0830#","CLR","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","4","N","N","N","A","A","A","G","N","62","65","9.2","14","17.3","12.6","MO","G","G","-","-","1","1","3","4","19","25-Aug-10",2010,"","","","",NA,"varillal humedo","wsf","Varillal 3","km 25","medium","Lek 1","S-SI-B","","MOLTER",-73.40936822,-3.950947355,NA,"19",2010
"19_Madre Edge_2011","ME006","KMS","N","A00810","A00810#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","4","N","N","N","N","N","N","L","-","64","67","8.6","14.2","15.6","13.3","Mo","G","G","1","1","0","7","4","0","19","1-Oct-11",2011,"","","","Tick collected",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-SI-B","ME006","QUIESCENT",-73.47771434,-3.91332007,121.491333,"19",2011
"19_Madre Edge_2011","ME005","TJ","N","E00652","E00652#","-","HEAX","PIPRIDAE","Heterocercus","aurantiivertex","Heterocercus aurantiivertex","A","I","H","PI","","3","N","P","I","N","N","N","I","-","78","46","9.2","17.5","14.6","21.9","Mo","Go","GD","1","1","0","7","0","4","19","1-Oct-11",2011,"","","","Rough FTA",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","U-FR-F","ME005","",-73.47771434,-3.91332007,121.491333,"19",2011
"19_Madre Edge_2011","ME018","BC","N","J00347","J00347#","BR","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis","A","P","M","P","","2","N","N","M","M","S","M","M","-","73","49","12.7","21.7","27","30.18","MR","Cc","G","1","1","1","4","1","4","19","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-R","ME018","MOLTER",-73.47771434,-3.91332007,121.491333,"19",2011
"19_Madre Edge_2011","ME021","TJ","N","A00815","A00815#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","-","N","N","I","N","N","N","I","-","71","73","9.2","15.8","16.5","13.8","Mo","Go","G","1","1","1","6","2","6","19","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-SI-B","ME021","QUIESCENT",-73.47771434,-3.91332007,121.491333,"19",2011
"19_Madre Edge_2011","ME012","KMS","N","J00343","J00343#","CD","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis","A","-","M","PI","","4","N","P","I","N","N","N","I","-","73","43","11.8","20.2","24.2","26.51","MR","G","G","1","-","0","8","3","8","19","1-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-R","ME012","",-73.47771434,-3.91332007,121.491333,"19",2011
"19_Madre Edge_2011","ME016","JM","D","-","-#","-","DEME","DENDROCOLAPTIDAE","Dendrocincla","merula","Dendrocincla merula","A","-","D","-","","3","N","N","N","N","N","N","M","-","102","92","20.7","31.7","26","50.87","Cc","Mc","Gc","-","-","1","2","2","9","19","1-Oct-11",2011,"","","","Found dead in net, possible toucan predation, notes on preparation on back of data sheet",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-R","ME016","QUIESCENT",-73.47771434,-3.91332007,121.491333,"19",2011
"19_Madre Edge_2012","2ME9","SPC","N","C0580","C0580#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","A","B","D","-","","2","N","N","N","N","N","N","I","-","54","43","7","15.5","13.2","9.2","Mo","Gc","G","1","-","0","8","1","0","19","29-Oct-12",2012,"","","","POOP",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-SO-F","","QUIESCENT",-73.48019589,-3.90887456,121.7316895,"19",2012
"19_Madre Edge_2012","2ME44","AS","N","E1263","E1263#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","J","B","H","P","","3","N","N","N","I","N","N","L","-","64","45","9.9","22.2","20.2","50.48","Mo","G","G","1","1","0","8","0","7","19","30-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-R","","",-73.48019589,-3.90887456,121.7316895,"19",2012
"19_Madre Edge_2012","2ME27","SPC","R","C0579","C0579#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","29-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-SI-B","","",-73.48019589,-3.90887456,121.7316895,"19",2012
"19_Madre Edge_2012","2ME3","OT","N","E1257","E1257#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","P","M","P","","1","N","N","I","A","S","M","M","-","67","45","10.1","19.1","23.4","16.52","Mo","G","Gc","1","1","0","6","5","7","19","29-Oct-12",2012,"CHIGGERS CLOACA","","","POOP",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-R","","MOLTER",-73.48019589,-3.90887456,121.7316895,"19",2012
"19_Madre Edge_2012","2ME35","SPC","AO","N00086","N00086#","#NAME?","DEME","DENDROCOLAPTIDAE","Dendrocincla","merula","Dendrocincla merula","A","RC","D","-","","3","N","N","N","N","N","N","L","-","103","94","18.3","31.8","25.3","48.36","C","G","G","1","2","1","6","1","1","19","29-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-LI-R","","QUIESCENT",-73.48019589,-3.90887456,121.7316895,"19",2012
"19_Madre Edge_2012","2ME61","SPC","N","C0592A","C0592A#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","I","D","-","","4","N","A","N","N","N","N","N","-","65","64","9.1","16","16.5","13.36","Mo","G","GD","1","1","0","9","3","2","19","31-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Madre Edge","Mishana","large","Madre Edge","S-SI-B","","",-73.48019589,-3.90887456,121.7316895,"19",2012
"19_Mishana 1_2009","M1752","SC","N","225","0225#","NBN","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus",NA,"B","D","-","","2","N","N","I","L","N","N","I","-","48","58","7.7","15.4","15.3","10.8","M","G","G","1","-","0","9","0","1","19","16-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-SO-F","","",-73.4969643,-3.898667414,NA,"19",2009
"19_Mishana 1_2009","M1734","SC","AS","6735","6735#","#NAME?","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris",NA,"-","M","P","","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","16-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","U-SI-F","","",-73.4969643,-3.898667414,NA,"19",2009
"19_Mishana 1_2009","M1685","AR","AS","6742","6742#","NND","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-","D","-","","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","15-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-FR-F","","",-73.4969643,-3.898667414,NA,"19",2009
"19_Mishana 1_2009","M1728","MT","R","6693","6693#","#NAME?","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus",NA,"-","H","P","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19","15-Nov-09",2009,"","","","",NA,"varillal seco","wsf","Mishana 1_2","Mishana","medium","Mishana 1","S-LI-R","","",-73.4969643,-3.898667414,NA,"19",2009
